index,RA,DEC,n419 flux (ujy),n419 flux err (ujy),rg flux (ujy),rg flux err (ujy),g flux (ujy),g flux err (ujy),r flux (ujy),r flux err (ujy),i flux (ujy),i flux err (ujy),z flux (ujy),z flux err (ujy),n501 flux (ujy),n501 flux err (ujy),estimated line flux (cgs),estimated EW_rf (A),estimated EW_rf error (A)
2400,15.41006162991601,-0.9114985591763836,0.40004984,0.0470552,0.048599754,0.016159933,0.068401136,0.015629167,0.14934197,0.017562576,0.001245847,0.10151308,0.11008596,0.2149535,0.056051154,0.047585785,4.58778131675736e-17,517.774239913938,401.46996039060537
3547,15.43707307751873,-0.8911979458640987,0.72002465,0.045083936,0.17448433,0.026885908,0.16111091,0.01595275,0.13427773,0.018091856,3.6307804e-07,0.101871505,3.6307804e-07,0.1765703,0.17485322,0.047188334,7.121408664654108e-17,116.56340921575413,27.035472377120925
4336,14.836187553978696,-0.8772352465482687,1.1968609,0.05076764,0.46351328,0.027994016,0.41451806,0.016193606,0.32114005,0.016292287,0.02503632,0.0907124,3.6307804e-07,0.15593973,0.44075593,0.04657323,9.573019452112113e-17,51.05362669448807,7.106653341257829
4474,14.90942761909501,-0.8745297177677306,0.40303022,0.05073912,0.1825316,0.015510921,0.27432448,0.016084379,0.69581175,0.017066594,0.8125813,0.090251476,1.0930071,0.1596547,0.33165157,0.046084657,2.8783588040060416e-17,38.12395995985493,10.64318028302872
4581,15.396726298017738,-0.8742686851580888,0.60546553,0.046446834,0.20067008,0.025128959,0.19173339,0.015665025,0.1727813,0.01713396,0.3038446,0.10090169,3.6307804e-07,0.22736894,0.1679562,0.04596113,5.28414439659118e-17,67.36311750050972,15.102120855746437
5269,14.857683603820108,-0.8611537688382821,0.3383489,0.048575033,0.16385339,0.020989979,0.18283881,0.015842443,0.23488344,0.01602772,0.25489518,0.08320874,0.51666325,0.18254688,0.14593932,0.044494938,2.2778405028930544e-17,33.42392256173137,12.187558959287646
5498,15.49032156751544,-0.8608193595567734,0.57188773,0.042799883,0.25870296,0.020488545,0.28068677,0.014940812,0.3381806,0.01575347,0.15352078,0.08268214,0.38416514,0.17659646,0.23821624,0.042198453,4.088271119384365e-17,38.21037037758273,8.080330013126515
5713,14.854805697592177,-0.8560412011024743,0.69439095,0.049789693,0.14318047,0.021244323,0.15484142,0.015465688,0.1851723,0.015799109,0.2838229,0.081965245,0.34808832,0.18397537,0.17985907,0.044811137,7.195426157172304e-17,156.25599975117962,35.95133505122871
6525,15.428032737104925,-0.8437204159792513,0.46258226,0.043609753,0.23216905,0.017624894,0.30186108,0.015696775,0.5498852,0.016566578,0.76304185,0.09274162,1.5586835,0.15737645,0.22544594,0.04469673,3.0077825047739215e-17,31.09012221935132,7.891784594797819
6630,15.512412567863144,-0.8424473633203574,0.28802687,0.04097245,0.079897605,0.019179216,0.08978428,0.014602725,0.11720952,0.01453588,0.18884812,0.08476231,0.6483609,0.15680686,0.15677917,0.040227953,2.7168909369321978e-17,91.91107762903351,36.06970227225533
7538,15.530423629824448,-0.8298333697733056,0.4521947,0.04059791,0.1084456,0.023228904,0.1056234,0.014881792,0.09944838,0.01582192,0.11517374,0.10210822,3.6307804e-07,0.18430944,0.25786343,0.042549014,4.487253699611152e-17,118.74228758827431,38.09911996630593
7707,15.62134179790702,-0.828000582840842,0.4040468,0.04394706,0.18206018,0.018788917,0.23229238,0.01639203,0.4053258,0.017519861,0.5864844,0.11471424,1.051678,0.18667454,0.20346396,0.04627979,2.897782952331148e-17,38.50079901834099,10.583976129468107
7785,15.50484881379686,-0.8274333556100606,1.9633164,0.041094735,0.2807842,0.028571744,0.22873342,0.014525712,0.14318351,0.01469793,3.6307804e-07,0.11535197,0.46294388,0.1842834,0.14978182,0.040817022,2.196354503667032e-16,334.343039556757,59.57165572409823
7786,15.431053880152302,-0.8272839762196624,0.67413455,0.044063732,0.30300134,0.021420537,0.32470527,0.015436255,0.38030645,0.015698282,0.14337252,0.10676875,0.6934706,0.18990418,0.3714941,0.044092227,4.8447221232610127e-17,38.68627237357373,7.400354367877645
7963,15.55759236430814,-0.8238958601232089,0.35562193,0.04022981,0.18337077,0.019809326,0.20258217,0.014759692,0.2543694,0.0153569225,0.3784883,0.103601635,0.26612014,0.18433945,0.2362435,0.04195069,2.2485430651958427e-17,29.40201932896162,9.474242035930683
8044,15.436694524182837,-0.8230667866266831,0.5504415,0.043896187,0.17137901,0.02063907,0.18845795,0.015316521,0.23413955,0.015599553,0.25587147,0.10672993,0.4547923,0.1898094,0.1449664,0.043898992,4.948229859034731e-17,75.15009281795571,16.180449794183865
8289,15.449132605667238,-0.8190932370318712,0.61765647,0.043125544,0.15776679,0.027038783,0.1383454,0.015183044,0.102475576,0.015665833,0.19858086,0.09730763,0.2234439,0.18661675,0.12703967,0.043299038,6.003336933807212e-17,106.20526291370517,27.49027052790041
8731,14.974500954964762,-0.811928245778825,0.4085288,0.050127737,0.1447238,0.022935968,0.15017423,0.015910994,0.16341005,0.016332047,0.06116049,0.086923115,3.6307804e-07,0.16588673,0.1890828,0.04610142,3.443674360822821e-17,59.895478618269586,18.51874087544458
8809,15.470920313922296,-0.8122999793078576,0.40521672,0.04262751,0.09994157,0.022674138,0.0726767,0.015068697,0.010384464,0.015288918,0.034109037,0.091442004,3.6307804e-07,0.16331267,3.6307804e-07,0.04199566,3.985020022559621e-17,112.97842874846918,39.07427219133319
9121,15.359122861513978,-0.8071611602384108,0.47101936,0.05058257,0.22135909,0.020933015,0.25917363,0.016665963,0.37160295,0.016889649,0.6577257,0.09471885,3.6307804e-07,0.16569684,0.22328815,0.04746306,3.2590309915092703e-17,35.47472998491155,9.702152320701897
9146,14.93636728975391,-0.8059413411367827,0.49575987,0.048351686,0.118421525,0.0211288,0.13070375,0.01574562,0.16375956,0.0160356,0.19174252,0.08868765,1.070743,0.18624406,0.15487021,0.043996077,4.9257231062027466e-17,119.58639543586088,33.67444546460004
9227,14.868158483103866,-0.8048904767669527,0.39429843,0.04636985,0.092345715,0.023488099,0.0752626,0.01570099,0.03623266,0.014831498,3.6307804e-07,0.08719973,0.0012435213,0.17170599,0.032962278,0.042166483,3.941649410838841e-17,123.87461807193161,47.76370809258393
9548,15.604414052592109,-0.802093877939312,0.3637666,0.045679685,0.17648132,0.023017708,0.18330184,0.016027767,0.19989151,0.015870934,0.22308631,0.090653665,0.44126767,0.19626425,0.18477398,0.044964835,2.4447964098312126e-17,33.30307544602328,11.51233184703874
9554,15.474202626616403,-0.801623630075463,0.4195864,0.043954134,0.17562307,0.027391085,0.15602574,0.015711235,0.119068496,0.0157843,3.6307804e-07,0.107010946,0.32032087,0.19866338,3.6307804e-07,0.044091314,3.1846639165366726e-17,44.264560382793086,14.136701912283083
9981,14.989735715198648,-0.7946971953601253,0.48674121,0.050724372,0.22979769,0.020169185,0.2695097,0.016086739,0.38792396,0.016327009,0.51385003,0.087672174,0.14260912,0.1910614,0.24582176,0.045972142,3.3541055400904665e-17,35.15613095519271,9.261738674682823
10091,15.602872112509958,-0.794035757051095,0.44478562,0.046302784,0.22973676,0.026166188,0.21274152,0.015739337,0.17848203,0.016608175,3.6307804e-07,0.09024852,0.4265161,0.2004284,0.19186455,0.045702584,2.8072183829198696e-17,29.297824124019563,9.348009919108218
10442,15.606544036747607,-0.7894405668868523,0.503655,0.046689358,0.254814,0.020883983,0.2819612,0.015585501,0.3553362,0.016272468,0.40469253,0.08804093,0.16822967,0.17715624,0.3232696,0.04513829,3.2483363530695446e-17,30.583358238783614,7.965683729189027
10659,14.87616211493796,-0.7866698339695638,1.6820377,0.050570644,0.802332,0.023684295,0.85010546,0.016892578,0.97020733,0.01647255,1.5282512,0.09106891,1.8449076,0.19771825,0.79944396,0.045460027,1.148355779518846e-16,34.44740389079149,4.51538529024447
10663,15.50269557873654,-0.7864097684237047,0.4752386,0.045164127,0.08438375,0.020309728,0.09861673,0.01617036,0.14080215,0.015609307,3.6307804e-07,0.0922985,0.3338059,0.20250008,0.05386355,0.043047708,5.1021657123566625e-17,208.50646645482652,77.87462433809111
10681,15.418670778232045,-0.7863070033373227,0.6723864,0.049228474,0.20923875,0.022100601,0.22577684,0.01604526,0.26863617,0.016436754,0.11688219,0.08275053,0.2770058,0.16308044,0.23062824,0.04610842,6.045866028241851e-17,75.21756212973315,14.542654392143652
10701,15.48754798768526,-0.786872915269258,0.85685784,0.045800187,0.2451357,0.027249288,0.21640986,0.015604136,0.16278169,0.014924075,0.31920514,0.08710191,0.36515486,0.1645295,0.064922035,0.042330574,7.985337084079786e-17,87.09603606343852,15.75240283552407
10770,15.581510187848778,-0.7851415657977433,0.39433497,0.04477067,0.18434326,0.020293668,0.20602137,0.015296596,0.26560107,0.016332874,0.19749446,0.085453026,0.4310933,0.16866969,0.2517204,0.04430422,2.741203039033912e-17,35.84518169740033,10.641894952100992
10839,15.473241696944337,-0.784075450000094,0.46842158,0.045968253,0.1416964,0.022405129,0.14348583,0.015100241,0.14765991,0.01549743,0.44136223,0.10102134,0.10773695,0.15988848,0.12775004,0.043779276,4.265025778136203e-17,79.027354919167,21.40111231487889
11447,15.50671630114345,-0.7768630065150139,1.2476417,0.04748038,0.59354275,0.021404706,0.6315896,0.015315599,0.72791797,0.015340233,0.88692844,0.0874275,0.64623946,0.16582334,0.74062526,0.044355884,8.538518161354514e-17,34.62971730280082,4.9152689989253355
11495,15.547217671298636,-0.775184394435521,0.44885403,0.044600062,0.11354906,0.02219953,0.08897996,0.014751329,0.03284674,0.01498967,3.6307804e-07,0.081692584,0.024242716,0.15661514,0.12857656,0.04187688,4.377025182409224e-17,108.02587165061314,32.942523587576275
11603,15.690010827090608,-0.7747829734205391,0.94930047,0.050896633,0.24817313,0.02851997,0.2144264,0.015634635,0.15355185,0.016521038,0.15408625,0.08271196,3.6307804e-07,0.15322302,0.06969656,0.045326233,9.152420327248932e-17,101.95883500653822,18.48560825505921
11670,15.669349708494297,-0.7732997762539159,0.5813049,0.04973147,0.08157893,0.023480263,0.06252838,0.015579512,0.019003425,0.016095042,0.067159705,0.08100793,0.24650663,0.15455008,0.0017385188,0.046266228,6.523354410743975e-17,350.07425681131065,182.44875013246022
11814,15.04430858352486,-0.7700573913181521,0.57756984,0.049948968,0.29735324,0.016006604,0.42505476,0.015750505,0.9615427,0.016956111,1.2857894,0.08119036,1.1955835,0.15245217,0.5839933,0.04573848,3.657909140831084e-17,29.497282693189597,6.7646066663437265
11866,15.56654411905853,-0.770453351115863,0.45375875,0.04451502,0.18990692,0.018466813,0.22946537,0.015200417,0.35356328,0.015867548,0.45211378,0.089241706,0.6579539,0.17589755,0.400005,0.043275505,3.4442856732328104e-17,44.27298607213473,10.716613038646134
11872,15.441599763948256,-0.7701504353416392,0.4462455,0.04790227,0.12598723,0.020202518,0.14426503,0.015713565,0.19659801,0.015501861,0.10501852,0.08264839,3.6307804e-07,0.15913936,0.1524362,0.04405668,4.180607620175783e-17,89.12843127739099,24.50857302165169
12127,15.469962278428758,-0.7672908572727832,0.4636414,0.045838818,0.12775126,0.02236341,0.12909602,0.015004215,0.1322225,0.015763415,0.0053532277,0.09086343,0.078994066,0.1581474,0.10703139,0.04386699,4.384663911492154e-17,92.99560470046164,26.45433658773613
12130,14.885888245772694,-0.7659414164636769,0.66446286,0.050254256,0.17576352,0.026933355,0.16476402,0.016498465,0.14214814,0.017050616,0.3029448,0.08878988,3.6307804e-07,0.16784063,0.14987789,0.04639847,6.379414292030227e-17,99.87764059279678,24.08228740372288
12365,15.389244070975174,-0.7636439755173374,0.649408,0.050391134,0.27018356,0.025037834,0.2667616,0.0163479,0.2591049,0.01700367,0.12270006,0.08293508,0.24785429,0.16037415,0.3165916,0.046606034,4.95034393216729e-17,44.76388994253372,9.624076963616982
12411,15.663431367332288,-0.7633306749738022,0.37080133,0.045661405,0.053327926,0.016933542,0.07104252,0.015482199,0.13680801,0.016130531,3.6307804e-07,0.079959296,0.25974464,0.15312308,0.074746124,0.044700027,4.144254360599478e-17,329.88223656939454,189.38534385824846
12724,15.482433093607742,-0.7600627874631061,0.6254547,0.045848448,0.09946387,0.023655025,0.08084438,0.015727147,0.038304273,0.01588022,3.6307804e-07,0.0933817,0.17731364,0.15804483,0.11380478,0.04381693,6.866212298094862e-17,262.41050716259537,100.45595144707205
12751,14.854479858671052,-0.758195379483317,0.61180127,0.047491368,0.28904164,0.032286156,0.22826669,0.015656237,0.13311289,0.015958728,0.03185377,0.09896753,0.070098005,0.1620669,0.17764732,0.04505556,4.213260031233904e-17,35.107854805567946,9.24205328930852
12856,15.648557787307682,-0.7580040576523084,0.36133763,0.046234265,0.16937816,0.022158027,0.18103033,0.0158646,0.21074955,0.016953956,0.366872,0.08139929,0.61072963,0.15464857,0.12359949,0.045611743,2.5058126462960806e-17,35.654137774053616,12.084639556522303
12872,15.310744125962543,-0.7572900074865165,0.48622397,0.04923702,0.039728083,0.02437023,0.038868025,0.016170874,0.03690304,0.016696164,0.21638405,0.08458369,0.5073945,0.15762277,0.06880939,0.045930512,5.828496193304689e-17,10709.268439836027,250115.0874061606
12922,15.498677598616002,-0.7593695672097652,0.564742,0.045218702,0.19775146,0.017662585,0.27349758,0.016813321,0.5737463,0.016893294,0.4685374,0.08994627,0.61069643,0.20012616,0.3062173,0.044312313,4.790644276122597e-17,61.142048994630876,11.725680926428508
13085,15.093433369563687,-0.7545573080544004,0.38985097,0.050068676,0.15554895,0.01824516,0.19892822,0.015954955,0.34895676,0.017134631,0.52753025,0.080260694,3.6307804e-07,0.15455016,0.056624513,0.047500975,3.058546498220261e-17,48.35436414822888,13.950341223537338
13318,15.590823569357545,-0.7527001056583249,0.37169793,0.045174427,0.14341862,0.0257489,0.13248163,0.015407933,0.11052188,0.01651034,0.27172267,0.081309125,3.6307804e-07,0.18097985,0.1583993,0.044701748,2.979926866258504e-17,51.396318268591095,17.879574966561886
13447,15.070071710690648,-0.7504592594916615,0.5109036,0.050037287,0.09054023,0.023577426,0.07406177,0.015592917,0.036413305,0.01668559,0.12193389,0.079589196,0.28978485,0.1522933,3.6307804e-07,0.046636604,5.487365893360917e-17,209.32271553219792,84.0841008845658
13824,15.663208817928195,-0.7467350958439564,0.30575702,0.046229064,0.060081284,0.022985825,0.060634423,0.015364107,0.06191755,0.016530732,3.6307804e-07,0.08123616,0.14046818,0.15190245,0.031736296,0.046211842,3.207017430069468e-17,171.0815105579091,98.0589412158312
13872,15.641972979103262,-0.7465608280358551,0.61240566,0.04598242,0.3042067,0.01651408,0.42289227,0.015784701,0.8976002,0.016817607,1.1602265,0.08231494,0.9918703,0.15702303,0.5745542,0.047435783,4.023187038093509e-17,31.752641651110693,6.542298246562563
13879,15.348767246387318,-0.7457235520686752,0.4229915,0.04800779,0.11899501,0.02684586,0.106392324,0.015361635,0.082381815,0.016630016,3.6307804e-07,0.08321407,0.04291024,0.16168706,0.031075843,0.046537276,3.968328569940414e-17,89.68702191353462,32.01469645320816
14009,14.746699208093588,-0.7431377175105119,0.35481846,0.047230896,0.18092515,0.017888706,0.2313111,0.015651124,0.40548182,0.01638832,0.60341144,0.07902793,0.5233725,0.15361828,0.27253354,0.045113724,2.2699794665211602e-17,30.092489173071364,10.082724849427347
14126,15.583292862678082,-0.7437671875829798,0.40735215,0.043569278,0.19103019,0.015277572,0.2772966,0.015274936,0.6496919,0.016529366,1.1510247,0.08646838,1.2024289,0.1709809,0.37147722,0.04576851,2.82383725606012e-17,35.62386177362489,9.173841760607896
14234,14.907689641673503,-0.7410046844942596,0.36599213,0.04647064,0.14753756,0.024602195,0.14313014,0.01579506,0.13354853,0.015661137,0.14065957,0.08041005,3.6307804e-07,0.15377884,0.099466875,0.045124788,2.851676055092111e-17,47.451899942386646,16.393574559448428
14474,15.37436576858995,-0.7391556318139041,0.43170866,0.049285274,0.1530256,0.02744803,0.13647665,0.015747335,0.10507438,0.016377928,0.22308286,0.08902645,0.23198657,0.15783031,0.10646156,0.046015285,3.637890519579416e-17,59.83285314971667,19.57620005701996
14505,15.661865991906236,-0.7400441622270705,0.35819924,0.045702554,0.14874743,0.017978592,0.18602629,0.015341403,0.31008172,0.016630366,0.4730264,0.08321741,0.43158528,0.15255366,0.1347135,0.04578664,2.7341552583345002e-17,44.92047226089444,13.420024706080302
14852,15.528024610510396,-0.7359500725547719,0.53185856,0.04429322,0.15398696,0.026136052,0.14484903,0.016153721,0.12595508,0.016025597,0.17083804,0.08696379,0.23679389,0.15935649,0.17635141,0.04600348,4.9326841439817154e-17,85.30051782557983,23.150175172012514
14855,15.549582306774443,-0.7353278940643034,0.30641708,0.043388113,0.118598685,0.019602794,0.137063,0.015358045,0.19076177,0.016120894,0.16815671,0.08729906,3.6307804e-07,0.1549325,0.17756288,0.0437868,2.4517556200693437e-17,51.10728318100095,17.87518601629461
14906,14.880094517326077,-0.7337474695480387,0.37008494,0.046875257,0.16020444,0.033300977,0.12983105,0.016677605,0.080315255,0.017505592,0.1483033,0.0910698,0.12624165,0.19675979,0.0891088,0.04560377,2.739751318916146e-17,41.55788540516372,17.312733522919228
15173,14.674917696523975,-0.7304557219727855,0.35792616,0.046530288,0.14214717,0.026060633,0.13180624,0.015731946,0.11091639,0.016356362,0.07923669,0.0937228,0.30391714,0.1524183,0.14557149,0.045107283,2.8167494000009236e-17,48.76822925575407,17.84347778442922
15191,15.338921128485934,-0.7318218755605268,0.8390377,0.049178008,0.058890045,0.024284195,0.045460083,0.01612141,0.014776549,0.016557336,0.012339101,0.089453995,3.6307804e-07,0.16072653,0.004657534,0.04592573,1.0183940703093372e-16,-2427.0468206678693,8572.676899330227
15608,14.61611084559764,-0.7258005557799703,0.36323172,0.050569147,0.07936853,0.025468362,0.06741009,0.01681114,0.04008854,0.018346729,3.6307804e-07,0.123763755,0.27401203,0.23224448,0.04632777,0.04833247,3.705511227552082e-17,140.41390181285,67.49342719517276
15741,15.73229004457968,-0.7263561681295243,0.54441696,0.046214584,0.098735474,0.024770617,0.09503656,0.01566888,0.08709763,0.016354043,3.6307804e-07,0.09271136,0.45815742,0.15178667,0.15327646,0.045684867,5.817865114124502e-17,199.88206901337819,75.74353178994423
15760,15.557737795055427,-0.725784143559769,0.4361477,0.046973385,0.22140771,0.015580817,0.31367108,0.01519559,0.69520354,0.015986936,0.78039116,0.09575829,2.0649276,0.17905802,0.31116438,0.04274305,2.803186436217467e-17,30.370786039276027,8.188850690258446
15919,14.766989855344896,-0.7228252510201926,0.4762809,0.047719266,0.15797701,0.02219243,0.16798864,0.01585309,0.19330974,0.016086103,0.16154367,0.09391899,3.6307804e-07,0.15469413,0.30073985,0.04425105,4.155095411167975e-17,67.27126523950542,17.534724679190333
16389,15.552514199598484,-0.7191899764702188,0.40440488,0.044142038,0.16849732,0.024924388,0.15832534,0.015359219,0.13733065,0.015462225,0.19484839,0.092728816,0.38558355,0.15672912,0.075254425,0.042601604,3.079504997616692e-17,44.64234796807476,13.931300269562183
16625,15.38739583374702,-0.7161588508008053,0.5706961,0.04944708,0.17656475,0.029340144,0.14997458,0.015766362,0.103291206,0.016298413,0.18397184,0.09002304,0.1944354,0.1581752,0.13484502,0.04554138,5.144936694874949e-17,75.98442193853577,20.868887146558883
16816,15.072539993937191,-0.7141907346683358,0.48687866,0.045533407,0.13047524,0.017488424,0.16703176,0.015308469,0.29368666,0.016488178,0.36806333,0.08632609,0.29038954,0.15954544,0.30088595,0.04548541,4.6524414607894754e-17,97.62784544187016,22.614321961483704
16984,15.552390739540735,-0.7122209654233816,0.39650375,0.04324431,0.0689303,0.018618746,0.08037029,0.014740219,0.11414445,0.015279954,0.10155081,0.085626625,0.4911525,0.15561634,3.6307804e-07,0.04288952,4.276098978606456e-17,217.61343877171205,92.30915948878592
17122,14.89699068659709,-0.7105543178683281,0.63768023,0.046531286,0.2307297,0.023731047,0.22945681,0.015661404,0.22657542,0.015949728,0.13136405,0.08370615,0.22157308,0.15472955,0.14022936,0.04474177,5.3122765159275136e-17,57.68536738906036,11.76553775570215
17186,14.630830383174704,-0.7086525177330735,0.45826402,0.04961561,0.23584738,0.02325535,0.2427176,0.015938848,0.25917512,0.016844504,0.37718675,0.09764957,0.13970028,0.22927785,0.3754965,0.046203997,2.903396374550746e-17,29.51893692506663,8.978526705494282
17659,15.753417350312064,-0.7052226937722187,0.41505817,0.048065297,0.14319883,0.032827802,0.11160737,0.015563116,0.06315141,0.016041905,3.6307804e-07,0.08040025,0.61469495,0.1775514,0.13209648,0.044954326,3.5488146127185376e-17,62.76603869592286,24.347469132014822
17874,14.905620815967303,-0.7024176076094972,0.46495175,0.045440644,0.17177871,0.026134536,0.15853137,0.015724722,0.13197318,0.015985373,0.22118732,0.07889269,0.30030677,0.17909697,0.13055494,0.044408914,3.8270407351357366e-17,55.57519133979731,15.917387059321596
18171,15.348151370634088,-0.6998535098886767,0.6263816,0.04741644,0.17889483,0.022293627,0.18659405,0.015516728,0.20545192,0.016504891,0.2223054,0.08941388,0.52858317,0.18343848,0.15742993,0.044618215,5.841431044356317e-17,87.35479346853894,18.445751362407034
18403,15.242709055884706,-0.6968633756952632,0.5023554,0.050293326,0.10114256,0.02795647,0.08675024,0.015229041,0.06108908,0.015729511,0.0010297215,0.083068505,3.6307804e-07,0.22366501,0.14939691,0.044293206,5.237377496032709e-17,163.39079268582734,66.72179510173875
18509,15.771915284928248,-0.697036725178664,0.39738193,0.04909364,0.087375,0.019193247,0.106846906,0.016003564,0.16919525,0.016771175,0.19102454,0.082274556,0.3943799,0.17641829,3.6307804e-07,0.046171524,4.046788031001668e-17,138.82283691790772,48.21091658256888
18675,15.611151012180027,-0.6949620487521156,0.41535,0.044282384,0.201616,0.018930783,0.23555839,0.014988945,0.3361134,0.016240146,0.4508051,0.08152803,0.56993264,0.17754525,0.1846101,0.045311518,2.790054380455658e-17,33.26699138686615,9.31173753665939
19016,15.015158416214287,-0.6913035595830865,0.5666649,0.044295814,0.079867564,0.023659231,0.07579113,0.014680317,0.06724178,0.015519801,0.07929973,0.084539205,0.27041292,0.18928121,0.01372829,0.042789303,6.354585792157283e-17,346.3961515183566,183.22045015176545
19188,14.637232915037837,-0.6884576363092012,0.3706694,0.045727808,0.17568573,0.023222465,0.1787264,0.015735,0.18587297,0.01617686,0.113263585,0.0905983,3.6307804e-07,0.16564883,0.1813282,0.046000946,2.5452901391487566e-17,34.88508557540192,11.804726425457334
19326,14.59363474839671,-0.6876655865622942,0.64980924,0.04983466,0.28363082,0.025116997,0.28855124,0.017015802,0.30011594,0.017539283,0.22025013,0.091018565,0.23065948,0.1770595,0.27507523,0.050138287,4.780042972804193e-17,40.912180536389954,8.8943255065368
19675,14.701769184084844,-0.6857488131054665,0.58685434,0.04491183,0.14402811,0.02482163,0.13256553,0.014812005,0.109684125,0.015641626,0.12823531,0.08016168,3.6307804e-07,0.15507738,0.094326474,0.04293035,5.780592993123062e-17,113.96972819261873,29.889488039166466
19876,15.575968766044992,-0.6830214367317387,0.3969153,0.045053817,0.19384517,0.023447225,0.18897995,0.015132738,0.17831832,0.015119648,0.24211194,0.08097663,0.16539855,0.15536006,0.18949558,0.04290964,2.6508496811279438e-17,32.86226773056659,10.572377255860308
19910,15.79090773811959,-0.6830328791339405,0.36633337,0.04919001,0.08640603,0.019177066,0.10928486,0.016587758,0.18691243,0.017284008,0.23685096,0.10341855,0.16021554,0.15893619,0.12559497,0.04739307,3.654133180384497e-17,122.31543285449428,43.71417313323118
19988,15.232760543451302,-0.6829364158333429,0.4425491,0.050676063,0.2212335,0.023210796,0.2254569,0.015801175,0.23541225,0.015722118,0.630606,0.08365176,0.18633929,0.16782479,0.15593776,0.045851346,2.889023549099217e-17,31.343913402893463,9.73336257553755
20212,15.546710127660084,-0.679356112351465,0.31646696,0.04523037,0.088121995,0.024731304,0.081709884,0.01494955,0.06875659,0.015370806,3.6307804e-07,0.08462604,0.048854373,0.158138,0.007538632,0.04262614,2.98078391764176e-17,91.30167331968201,40.403631052943666
20545,15.605313125611875,-0.676685918103258,0.6265048,0.0453458,0.070868276,0.022682687,0.054129258,0.01507555,0.015885493,0.0152822295,0.07489817,0.08714721,3.6307804e-07,0.15336435,3.6307804e-07,0.042909954,7.253203129718973e-17,652.6454569717348,559.2372285879813
21321,14.57976448503025,-0.667296608054815,0.8605655,0.04995043,0.31518567,0.029047322,0.2757498,0.016270459,0.2031813,0.016719207,0.30898476,0.10253149,0.5632877,0.1851478,0.21781892,0.04703019,7.119313650161704e-17,56.44693545894473,10.215667871754167
21503,14.660932312878243,-0.6653188070051034,0.3537995,0.044049785,0.1400679,0.015704613,0.18830946,0.014490253,0.3702821,0.015423498,0.53761303,0.09511736,1.0605683,0.16063069,0.22294302,0.041361492,2.7900230511841647e-17,49.04868982096682,13.607777693867169
21510,14.943975727374408,-0.6657723649440639,0.4330885,0.04622108,0.21179119,0.01384822,0.33191606,0.014999541,0.9264485,0.015582494,1.9971055,0.09436545,4.891862,0.17867346,0.46539077,0.042476207,2.8887847939427207e-17,32.77491981581953,8.322349155893212
21552,15.648964251668872,-0.6664269830761582,0.32720077,0.04353867,0.15564926,0.025549306,0.13884686,0.01470737,0.1069531,0.014968834,3.6307804e-07,0.09501631,3.6307804e-07,0.16426522,0.11997569,0.04173568,2.2394099298627378e-17,34.63435856686662,13.555634134030097
21798,15.477931195148,-0.6640559473996487,0.4366299,0.044214897,0.18999068,0.020917775,0.20328589,0.015095743,0.23725879,0.014583792,0.050630044,0.10723339,3.6307804e-07,0.18618645,0.15309605,0.04247111,3.2195946183254264e-17,41.153559122118004,10.989184718777066
21827,15.688355788865929,-0.6642389563702035,0.44176427,0.04332878,0.19385676,0.02140934,0.20964104,0.01560429,0.25069493,0.015634798,0.16878192,0.100575745,0.14474584,0.18273945,0.23571421,0.043019895,3.236150702384061e-17,40.4989976354321,10.763360965866728
21933,14.936753555291592,-0.6622815346007862,0.51000494,0.044520155,0.2588311,0.015551871,0.36003238,0.014891467,0.76524085,0.015051371,2.3784165,0.09678684,3.3437872,0.18290776,0.3020225,0.041658923,3.2787889271143956e-17,30.387691515476376,7.055362077550639
22092,15.467180188607667,-0.6635071007834746,3.3092804,0.04975029,0.870967,0.023834215,0.8687818,0.015836209,0.863814,0.015550267,0.84344953,0.10787636,1.027158,0.18335752,0.83946943,0.04390186,3.182940937143238e-16,100.7644734594463,6.459340888766906
22282,15.582020175199482,-0.6603352932455067,0.6385419,0.044277404,0.26896793,0.023047999,0.27181792,0.015550505,0.27844405,0.015293154,0.2703294,0.108679846,0.11410181,0.18369998,0.30226555,0.04360748,4.8243680177271176e-17,43.74479466518718,8.798548402159321
22312,15.300408778157092,-0.6588784550622743,0.37541252,0.047622044,0.07267198,0.015727988,0.103746995,0.015473672,0.23399672,0.015674476,0.03144202,0.09937918,0.54660803,0.18637377,0.16076438,0.04477846,3.951933570552703e-17,176.0425419537105,61.944319288717075
22665,15.68818375333883,-0.6562336423925393,0.6365919,0.04491301,0.13206781,0.021822419,0.13833524,0.015319066,0.153794,0.015539409,3.6307804e-07,0.09341924,3.6307804e-07,0.1796643,0.17988908,0.043192334,6.585988412465515e-17,154.48758231580766,38.6453438639593
22692,15.011384076241836,-0.6572455221063869,1.688214,0.044765912,0.7927558,0.016908083,1.0417176,0.015232831,1.9442072,0.015968205,2.905212,0.10116742,6.8293653,0.18356915,0.76750016,0.04363986,1.1689188774013206e-16,35.53047224513947,4.2830718229136115
22776,15.063259712069744,-0.6557732678727476,1.5089893,0.04654745,0.5429601,0.025286349,0.524559,0.0160499,0.48482475,0.016938958,0.54444534,0.093174085,0.19501242,0.18034846,0.52949774,0.045839373,1.261041294837543e-16,58.26038982396602,6.389221487556203
