index,RA,DEC,n419 flux (ujy),n419 flux err (ujy),rg flux (ujy),rg flux err (ujy),g flux (ujy),g flux err (ujy),r flux (ujy),r flux err (ujy),i flux (ujy),i flux err (ujy),z flux (ujy),z flux err (ujy),n501 flux (ujy),n501 flux err (ujy),estimated line flux (cgs),estimated EW_rf (A),estimated EW_rf error (A)
202002,15.352604644862655,0.7017539204188424,0.74224776,0.046929147,0.15393937,0.023157895,0.14585349,0.014329426,0.12893794,0.015250679,0.13808957,0.07969423,0.08619724,0.15385577,0.046066653,0.042860363,7.679697196413839e-17,154.576916566987,35.20280883049965
202173,15.757974354140096,0.7001732459580771,0.43882298,0.05085089,0.097520016,0.022465525,0.10149336,0.015644765,0.111189514,0.015979504,0.11400031,0.084073134,0.21388064,0.15977332,0.0438722,0.046887208,4.455322175090064e-17,136.16014747056946,48.35131614032852
202297,15.120576393351966,0.6963000582856914,0.34391412,0.049521424,0.14922221,0.02353464,0.15465705,0.016323369,0.16782959,0.016485645,0.3612377,0.08269998,0.29027104,0.1640936,0.10101131,0.047039967,2.5414815440443666e-17,41.3756058940306,15.25602180311335
202469,15.150067325530706,0.6966169319173133,0.53855485,0.05006896,0.27036494,0.026031112,0.25477841,0.016031422,0.22245647,0.016752006,0.18044299,0.083878346,0.06828545,0.16397074,0.29237568,0.046440717,3.500914375763841e-17,31.07471522320795,8.552764913336356
202575,14.675321743160907,0.7077993288121505,0.38543126,0.04677778,0.096219905,0.019981643,0.107801735,0.0151619455,0.13976602,0.015105954,3.6307804e-07,0.08558658,3.6307804e-07,0.15477349,0.09777524,0.044523418,3.775325441414405e-17,110.58443454727151,36.85809856223787
202754,14.673545743511893,0.6918066163462891,0.8487452,0.04695259,0.3534193,0.023198912,0.35088432,0.015267436,0.34516022,0.015683705,0.50978154,0.09278005,0.46835923,0.17533639,0.29018372,0.044880018,6.465916499238031e-17,44.692759764164045,7.347604683377074
202918,15.753675331158172,0.6932509800989701,0.41340077,0.04984759,0.17517352,0.021439698,0.1930417,0.01594739,0.24100718,0.016273301,0.124079265,0.08332059,0.08814325,0.16077143,0.18385522,0.046764106,3.109785913361492e-17,43.260560497300666,12.832373337956817
202994,14.68783625659326,0.7080438747947501,0.42945588,0.04743695,0.17851622,0.029800793,0.1467766,0.015330429,0.093845084,0.01563662,3.6307804e-07,0.08264345,0.051838502,0.15600339,0.046892367,0.04352355,3.2757319734485545e-17,44.837125358487704,15.121228880858217
203032,14.626988108104465,0.6996563277001797,0.47107545,0.050330445,0.04522895,0.023840625,0.04229028,0.015829459,0.035576276,0.016228402,3.6307804e-07,0.10436355,0.66502374,0.23203804,0.09003305,0.045923896,5.558941921859462e-17,1356.2265181518715,3607.739709598451
203108,15.642606118171951,0.6932956257947701,0.3960617,0.04808037,0.06436468,0.022677202,0.041147247,0.015107655,3.6307804e-07,0.014892702,0.01480788,0.08520911,3.6307804e-07,0.15937857,0.023230912,0.04351109,4.329927496959248e-17,250.43443425968158,141.13505366527045
203138,14.645806828353736,0.6924456038067786,0.36452982,0.046672385,0.08746484,0.01958482,0.10037866,0.015241161,0.137495,0.015663115,0.24513356,0.09582549,3.6307804e-07,0.20854239,0.0052617094,0.04408293,3.6167683247394397e-17,118.63817882710228,42.20508666578263
203191,14.795643247340475,0.6883457324225581,0.53796476,0.045120973,0.24909389,0.027978495,0.22117507,0.016057847,0.16857162,0.015976645,0.34411788,0.0898091,3.6307804e-07,0.2077959,0.17654565,0.045341212,3.770880796829408e-17,36.522084100017416,9.689567227434688
203280,15.307421890047287,0.6917544793888364,0.3776655,0.046961587,0.13678755,0.024155661,0.12922935,0.014991122,0.11349135,0.01505245,0.35933614,0.08108179,0.23476303,0.16095415,0.12358164,0.043057706,3.144387788338209e-17,57.581608597382825,19.319593505486438
203595,14.672937294897409,0.6868973087328433,0.32976502,0.045225922,0.14525948,0.020996545,0.15828986,0.015436167,0.19261643,0.015476779,0.22427319,0.09189267,0.4478791,0.20488329,0.21064939,0.044703383,2.4085100643572696e-17,40.2075098589067,14.045462080466491
203800,15.325878710542852,0.685458384389431,0.40580317,0.046762023,0.14074671,0.014820158,0.2034752,0.014771141,0.47231635,0.0150550725,0.95630586,0.08378252,1.6338093,0.19503103,0.12008003,0.04167773,3.4600107483651157e-17,62.18349420937337,15.05450075760854
203871,15.453546457067112,0.7090012416257883,0.4419219,0.04824624,0.21676509,0.016477352,0.2863011,0.014927242,0.54062283,0.015595718,0.89042413,0.08181313,1.0131288,0.1542462,0.17577685,0.04232191,2.9391661786609625e-17,32.57581374891883,8.718457989623483
204041,14.829528725660118,0.681842148316327,0.7177024,0.044896577,0.18212417,0.024303177,0.17622338,0.0155706005,0.16344962,0.015261851,3.6307804e-07,0.088338375,0.11751515,0.20507696,0.20460872,0.04344939,6.991364905387947e-17,107.43791097411746,22.322445648776927
204108,15.50960329944367,0.6822311354187676,0.5106629,0.047666762,0.20882343,0.022326944,0.22009107,0.015825693,0.24817045,0.015470733,0.02714909,0.097138256,3.6307804e-07,0.20660116,0.20357238,0.044294085,3.940171126109623e-17,46.21799388692199,11.27417347626412
204603,15.14723017563816,0.67842220888521,0.72850025,0.04757264,0.10905311,0.028877491,0.094044276,0.015941253,0.06705259,0.015869068,3.6307804e-07,0.08553103,0.47924897,0.19281043,0.021278575,0.04601535,8.086178176695e-17,300.3367719250629,132.53801489675368
204607,15.284586095019865,0.6784843857977026,0.43066278,0.04569753,0.18560213,0.026791882,0.16456537,0.015332231,0.12501967,0.015369773,0.034076303,0.08436721,0.28026244,0.20739475,3.6307804e-07,0.04233791,3.198988181617388e-17,41.907353391953436,13.068203523932555
204644,15.176845181983342,0.6786797519537948,0.3150057,0.04438875,0.15866621,0.02335799,0.1571452,0.01536454,0.15372568,0.015361372,0.11833819,0.08672804,0.004602487,0.19468416,0.12189415,0.043093305,2.040834302978017e-17,30.863280624833454,12.284472667883408
205086,15.38679681852446,0.6793354031184661,0.37329283,0.046823427,0.15519929,0.02241882,0.16028546,0.015464264,0.17254053,0.015897965,0.19669853,0.08413286,3.6307804e-07,0.1931288,0.16688442,0.043813605,2.8469632188892804e-17,44.82160383938195,14.493056274967886
205178,14.793550100824609,0.6758445951860891,0.37983638,0.042978454,0.06257549,0.024777155,0.058792476,0.015265148,0.0509857,0.015381883,0.07457552,0.08727981,0.30535918,0.18653163,0.0021549666,0.04354112,4.14148023193203e-17,243.2812767830401,150.12493141773197
205411,15.557589781935192,0.6720580976973096,0.3525097,0.047704685,0.16756043,0.013957908,0.2811204,0.016217384,0.9168815,0.016262723,1.980383,0.088982314,3.286211,0.17525476,0.36921838,0.044481687,2.4143024550402653e-17,34.68689246061244,10.491026803199242
205474,14.608532301290523,0.6701372210017934,0.40305078,0.044978194,0.17922133,0.02101976,0.20483993,0.016258555,0.2779629,0.017203296,0.28975433,0.11250816,0.9595937,0.22714444,0.19542557,0.0457587,2.921839002907729e-17,39.49160566158808,11.497823724961897
205518,15.53735538888258,0.6732590520678995,0.62225926,0.0471129,0.31302813,0.016583366,0.43938315,0.016033767,0.9534401,0.016030675,0.97016954,0.08656758,0.84459186,0.18962419,0.4569248,0.04409759,4.0366608439918436e-17,30.9441998650356,6.455808122342298
205603,14.817548272717996,0.6698770526725952,0.35930032,0.04245096,0.17618084,0.015474725,0.25849915,0.015637927,0.620676,0.017396895,0.80978245,0.094771154,0.30607557,0.18808095,0.33698043,0.04387524,2.390416626838791e-17,32.59742625899113,9.493678554438564
205892,15.68313972670814,0.6693887851100823,0.3812217,0.04595588,0.17606327,0.020437088,0.19602221,0.015401872,0.25052875,0.01529025,0.31559873,0.09114735,0.20064102,0.16368379,0.23408124,0.04303714,2.6781100634850115e-17,36.70590550397535,11.342183440861705
205946,14.643504557650228,0.66457776350575,0.38188633,0.044892907,0.0908574,0.02339084,0.09307581,0.015896134,0.098349795,0.01738894,0.08478321,0.11356176,0.64812475,0.20875978,0.07831198,0.045991708,3.7990518166778457e-17,120.4401608048641,46.93041360309446
206090,14.796376829175404,0.6642389744478693,0.75870585,0.04348385,0.16200839,0.036890186,0.11769446,0.01537477,0.056712966,0.016682763,0.20500349,0.092989415,3.6307804e-07,0.18493827,0.077828676,0.045031622,7.789206967912286e-17,146.46409550098798,47.52075917221478
206110,15.606836170573969,0.6688146155532236,0.47105998,0.047832374,0.16074994,0.01978212,0.19017917,0.015942976,0.27923763,0.015861765,0.29491565,0.09750957,0.3210479,0.16196191,0.28135836,0.04479354,4.050744787452489e-17,63.990470145785444,15.691457857746109
206213,14.82227325143026,0.6692260485711203,0.46824542,0.042450197,0.23134173,0.021891667,0.24672931,0.015596188,0.28583583,0.017224576,0.3140453,0.09451385,0.36618164,0.18764827,0.32958287,0.043770842,3.092508342288121e-17,32.103382640470464,8.547164408438324
206314,15.609226897641578,0.4758036444042423,0.740354,0.043020066,0.1649897,0.03766377,0.11419712,0.014787379,0.049267415,0.0148706995,0.09953984,0.08983691,0.16846503,0.1576634,3.6307804e-07,0.043539446,7.510726817318737e-17,135.471747322066,43.99583141296689
206393,14.627886381026851,0.6621089716003814,0.31622064,0.043315347,0.13441499,0.026525175,0.12159324,0.015493744,0.09670277,0.016208354,0.41403666,0.127005,0.5274565,0.22758776,0.093061775,0.043856826,2.3732660698535938e-17,43.007534163307845,17.479889410613378
206472,15.423088569090034,0.6618925853746949,0.43224028,0.04733387,0.09395011,0.02704107,0.082410656,0.015184072,0.06108791,0.015712425,0.15031268,0.104047254,0.17221761,0.18376526,0.061799396,0.044054274,4.4159935746001524e-17,141.77434176336925,60.07295083364737
206915,15.221093245479365,0.658515493024438,0.54868424,0.045117002,0.12116901,0.023947846,0.11967246,0.015695574,0.11632247,0.015738,3.6307804e-07,0.098425515,0.064507715,0.18657231,0.040840168,0.046091303,5.580725294866553e-17,137.72752024760533,40.72038625948072
207166,15.172240824151134,0.6568956162481269,0.2630151,0.044839878,0.13524543,0.017031377,0.1849247,0.016006354,0.37794197,0.016668765,0.6667612,0.10803107,0.7688273,0.18739986,0.22000079,0.0466259,1.667887783286112e-17,29.57186944188583,12.441205541843324
207222,15.204791927751394,0.6576041819969327,0.30450404,0.043815356,0.092698485,0.021983542,0.07597582,0.014578288,0.03776942,0.0151537,0.20942189,0.09724118,3.6307804e-07,0.17799297,0.020010963,0.04370255,2.7648807233879107e-17,78.15723618459154,31.23788449669176
207231,15.526929909578442,0.6563733636671885,0.5299062,0.044455696,0.11586612,0.020625722,0.12871389,0.015536787,0.16366938,0.014827526,0.10205842,0.10311506,3.6307804e-07,0.18221687,0.18429857,0.043830216,5.4048225312220365e-17,140.24119975626445,38.19347523292219
208057,14.70493901535134,0.6479941088326342,0.6460722,0.04231099,0.29700297,0.021368157,0.31271002,0.015074094,0.3517843,0.015527383,0.48269698,0.1041458,0.27057925,0.17596146,0.32192054,0.042680956,4.556701948420857e-17,37.03828561382151,7.292357866823815
208373,15.59275216779372,0.6491667207575129,0.37004137,0.047006756,0.19019204,0.01561118,0.27022797,0.015281883,0.6028858,0.01551971,0.85258263,0.10406838,0.6447648,0.22958736,0.36057502,0.04449002,2.3477285363513293e-17,29.600228376468095,9.238454249685725
208460,15.58531118503735,0.6455180284647896,0.4599609,0.04840835,0.22422713,0.026845183,0.20323136,0.015746018,0.16234566,0.016277565,0.24518995,0.09334613,3.6307804e-07,0.16677701,0.10255519,0.044469498,3.0772363667447695e-17,32.98271293746161,10.230899769847397
208762,15.383787938004891,0.6427956886365908,0.49889964,0.048194077,0.23526144,0.017190266,0.30914965,0.015493252,0.5769982,0.016021328,0.7263305,0.08958192,1.5633953,0.15583314,0.20167632,0.04524328,3.4414969764541185e-17,35.23762694200879,8.417144744732106
208763,15.37979123646758,0.6440082445194962,0.3775059,0.04555488,0.1514416,0.018515425,0.18181996,0.015172694,0.27608213,0.014846769,0.40481234,0.09181815,0.35704976,0.15956144,0.24940348,0.04289388,2.951012428905284e-17,47.87677411283722,13.701055690574647
208902,15.035758396245676,0.6412375326137221,0.6123035,0.045853607,0.101216495,0.024016486,0.10096809,0.015968647,0.100402944,0.015557896,0.47618252,0.09202726,0.6922762,0.19766493,0.07882482,0.046459887,6.671659806554936e-17,241.54104381352718,90.05755776186402
208944,15.82415037736675,0.6416024144549576,0.58048344,0.05023292,0.2509359,0.025293855,0.247864,0.016605329,0.24098563,0.016364466,0.16960883,0.11035803,0.79087424,0.15670139,0.33422062,0.047852345,4.3018684792563925e-17,41.66645811176419,9.98755868622213
209034,15.48217198664329,0.6417496674755487,0.41959244,0.047187287,0.20579416,0.017331015,0.2682196,0.01549855,0.49132183,0.015508683,0.54924476,0.09180321,3.6307804e-07,0.16039746,0.30713305,0.043783084,2.790893482777121e-17,32.581630573950285,9.123859336355642
209103,15.824877978529296,0.6466335384774453,0.4693461,0.05010382,0.20800476,0.018369315,0.2740423,0.016619045,0.51451784,0.016513422,0.6701675,0.11002337,1.7027731,0.156528,0.16692315,0.04791136,3.411514080404387e-17,39.74427686750336,10.069004528060104
209112,14.633075268191645,0.639088759885264,0.4165791,0.04442799,0.18685348,0.016367242,0.25446436,0.015312559,0.5153048,0.0161433,0.55003107,0.10024662,0.99646354,0.18038663,0.16599183,0.044810683,2.9988067990300636e-17,38.839590429853864,9.90211090967153
209270,14.821223653240349,0.6393054402049083,0.91846865,0.043632686,0.13773836,0.023576815,0.13096626,0.014651141,0.11671786,0.015621971,0.19840813,0.08858952,0.44400477,0.1579491,0.061497733,0.0429642,1.019154634063329e-16,299.09867005671504,86.06511482633086
209339,15.230510064288246,0.6372596850447957,0.43714735,0.04641924,0.15916035,0.018074626,0.19944634,0.015497688,0.3339694,0.015570747,0.3143567,0.08220311,0.45340392,0.157999,0.17779207,0.043956034,3.628804247614918e-17,57.04786086329959,14.095861181361563
209457,14.653101407109396,0.6383066687600147,0.44890386,0.04593954,0.2112795,0.021755178,0.22123745,0.01524006,0.24578506,0.015827062,0.12128481,0.081118904,3.6307804e-07,0.18382351,0.18603426,0.042362325,3.1019158698240427e-17,35.37111836665601,9.80682946054433
209473,15.115567198791636,0.6382028385024037,0.31665644,0.046399813,0.13074484,0.022022061,0.13956489,0.015824834,0.1620135,0.015688611,0.3327448,0.08651277,0.3582483,0.15639889,0.22170363,0.046696395,2.4268645791381807e-17,45.40041560056311,16.89600093284657
209675,15.095982629111674,0.6369705878346485,0.48545364,0.049565516,0.21528696,0.020099938,0.25043553,0.015912974,0.35379517,0.015578106,0.36506245,0.08143946,0.72906286,0.19173606,0.19044276,0.04481621,3.526718860766944e-17,39.69365791706139,10.049413906756008
209735,15.100481554472832,0.6555294667816403,3.5232441,0.050500244,1.4460489,0.02628195,1.3568377,0.016201295,1.173125,0.015999502,1.0715371,0.10139216,0.6587661,0.18717639,1.1671202,0.04593044,2.7115421817873923e-16,45.905423413955425,4.235518840642444
209750,15.13881210837036,0.6523920493300411,0.48071092,0.044560067,0.07133591,0.023551246,0.050809633,0.01565056,0.00391309,0.01589143,0.1339605,0.10296418,3.6307804e-07,0.17975594,0.056310445,0.045351222,5.343925345988839e-17,306.43076744084095,171.3442777950011
209961,15.344122499239385,0.6323888345087336,0.5031117,0.04711445,0.19375938,0.02254739,0.2089479,0.016427135,0.24826793,0.0156983,0.30185184,0.08003063,0.59943193,0.20521475,0.15025263,0.04541703,4.038242841663565e-17,51.57172368402656,12.676699025406192
210065,14.72652022180026,0.6328251492469839,0.36420557,0.04427839,0.10908455,0.0206496,0.12227217,0.015679857,0.1586972,0.015566971,0.19659849,0.08061664,0.1658795,0.18210678,0.0853841,0.04401104,3.33031487455115e-17,80.40487797262703,26.068549999310562
210159,15.263537150775598,0.6332121717831106,0.5620319,0.046728496,0.22959432,0.025924983,0.21736218,0.01606787,0.19180566,0.01671722,0.19384038,0.088193014,0.04674767,0.15846403,0.16534923,0.045661222,4.3395946658326616e-17,46.30543589710869,11.168069814821154
210374,15.26107219572153,0.6296033874592826,0.5059858,0.044942167,0.22616999,0.018907607,0.27145877,0.0154688805,0.41191986,0.015662208,0.4662373,0.08757596,0.76129675,0.16508768,0.17387286,0.045232423,3.6526772830305343e-17,39.09899948169423,8.960445356784735
210448,15.77168691950441,0.6296921702507431,0.48689196,0.05030907,0.21584591,0.020856438,0.24803193,0.016243087,0.34073955,0.016916446,0.3944295,0.082858205,0.09902355,0.16265194,0.20767476,0.04880791,3.5381980363802825e-17,39.72136939091266,10.248245098035602
210721,15.451680268513153,0.6261051007664503,0.53995913,0.04685212,0.2529737,0.017757203,0.33181864,0.015984632,0.6167354,0.016099915,1.0133616,0.08535409,2.1308548,0.15995473,0.24041979,0.04497624,3.74626852114521e-17,35.691204175749625,7.941161131781222
210788,14.579504647265688,0.6254863306849083,0.35937005,0.045032613,0.15468213,0.020122835,0.18052469,0.015877092,0.25694227,0.017955676,0.30897325,0.09161155,0.71767217,0.17822637,0.09521393,0.047226332,2.6719680903476156e-17,42.007002322870704,13.1861602489379
211116,14.731053953312305,0.472016565757347,0.31923428,0.04266843,0.13695732,0.021512944,0.14007255,0.014678292,0.14745906,0.014975817,3.6307804e-07,0.08860037,3.6307804e-07,0.15289819,0.11847318,0.04258109,2.3794184860814878e-17,42.26683931309063,14.967931222689488
211175,14.757678941504611,0.6212879205490363,1.0916383,0.043576382,0.503242,0.022810103,0.5182569,0.015695881,0.5542678,0.01594699,0.5970789,0.081590466,0.9299527,0.17990422,0.41562998,0.04477426,7.680844761520869e-17,36.83669173519846,5.38032011663542
211210,15.19165717316362,0.6283523375165501,0.41509423,0.045572896,0.054921728,0.024097584,0.04783797,0.016027141,0.03165365,0.016115682,3.6307804e-07,0.08811598,0.24172053,0.16737914,3.6307804e-07,0.04657605,4.7016425413119776e-17,406.8024129595621,346.31519242269223
211299,15.761459755537896,0.6309204997117385,0.48482272,0.04953216,0.18920562,0.04082428,0.1323001,0.016268002,0.058422033,0.016511898,0.1395806,0.08781927,0.18664674,0.1619788,0.10583735,0.047557082,3.858945159836985e-17,50.347342631231015,19.322789465591484
211533,15.610206518642476,0.6226312550619991,0.44974965,0.04729365,0.21925218,0.024197761,0.21525662,0.015731378,0.20639963,0.015927682,0.3621835,0.0830958,0.3386175,0.18417683,0.2031763,0.04601456,3.008882423280557e-17,32.98182086437147,9.84259139993748
211694,14.731163416899683,0.618024954351274,0.4154675,0.044439267,0.19435322,0.031156337,0.15751116,0.015566684,0.097445495,0.01652631,0.0017443458,0.08063111,0.46247646,0.20515156,0.05936733,0.045360804,2.8863955453755546e-17,35.79781284515604,12.697399158775907
211944,15.825506983145376,0.6179136061716968,0.9162142,0.050366607,0.2759295,0.025465386,0.26934853,0.016326567,0.25489482,0.017692233,0.29700547,0.09285587,0.3807537,0.18345758,0.31909582,0.04984949,8.358188832725427e-17,79.6390422501971,12.94400447217012
212039,15.72534899169608,0.6179806600455228,0.40696046,0.048535943,0.15651351,0.014809096,0.24262181,0.0158619,0.6605209,0.016404543,0.7934278,0.082642354,0.31096086,0.20663893,0.27754104,0.046420183,3.2693002045498575e-17,51.7005687995102,12.918456468403004
212415,15.38712965314209,0.6148946637719329,0.35289526,0.049202085,0.16414782,0.015423669,0.24666862,0.016006146,0.6255091,0.016021913,1.1944364,0.07916415,0.9814339,0.17637195,0.20964965,0.046647012,2.4638832463332524e-17,36.19819167448954,11.297744354696023
212566,15.197758058543592,0.6110979580964866,0.4418879,0.04612255,0.22307086,0.022922907,0.2239933,0.015284207,0.22611623,0.01580455,0.06107949,0.091583766,0.28895897,0.17194118,0.24753441,0.045730077,2.856407688857837e-17,30.722721380352,9.164384045518004
212585,15.063602628432612,0.613895275788734,0.3581614,0.045171127,0.17387725,0.021754753,0.18852828,0.015902815,0.22680098,0.015944274,0.31372425,0.082276754,0.30656368,0.17173427,0.117620654,0.047679864,2.4056200696007536e-17,33.25882067680662,11.310011112439255
212754,15.399123858754358,0.6108190394880832,0.7287631,0.048099104,0.29474765,0.025666606,0.27129522,0.015415893,0.22447833,0.015462162,0.035265442,0.08057271,3.6307804e-07,0.19648968,0.25708815,0.04439876,5.665578277007558e-17,47.16499294265888,9.136357062693342
212837,14.590548473761093,0.6118145445757474,0.34103805,0.04480619,0.16409853,0.017699648,0.21298295,0.01571032,0.38642672,0.01737661,0.63452077,0.08964838,0.76533383,0.16678882,0.33504376,0.045679852,2.3097442749011458e-17,33.8555746731501,10.982788564117199
212874,15.545185346030578,0.6106189331341287,0.37299594,0.04614728,0.12686628,0.0314087,0.10080511,0.015347155,0.059610896,0.01575546,0.20851855,0.08185157,0.019502772,0.17813213,3.6307804e-07,0.044997226,3.212942891833128e-17,64.36351871199894,26.69358072734454
213017,15.22515965016726,0.6080906552735863,0.37463605,0.045606963,0.06107801,0.02281579,0.051915307,0.015147688,0.03098121,0.015544606,0.191936,0.0806387,3.6307804e-07,0.17539267,0.14399548,0.045092378,4.0931437348718037e-17,248.7295707596041,147.44852770746203
213132,15.881472322435467,0.610262091003701,1.819853,0.0505716,0.9036458,0.022235597,1.0571895,0.017694995,1.5131058,0.017768044,2.6931524,0.102909304,3.850339,0.18075141,0.44260862,0.04884356,1.1960043379925574e-16,31.777586552566707,4.255349243252253
213189,15.560734484438726,0.6136580066092051,0.38488314,0.047376066,0.19268033,0.020241126,0.2223506,0.015847543,0.30842605,0.016311115,0.45494413,0.08180297,0.34045607,0.17632675,0.17666173,0.045208946,2.508989173348117e-17,31.252721881763982,10.069863047307882
213250,14.972786984965069,0.606098603288501,0.58169687,0.044318873,0.26752076,0.024917105,0.25101954,0.015264384,0.21703985,0.015929826,0.32778496,0.088943884,0.22123744,0.15734375,0.09820525,0.04491434,4.101211936051441e-17,37.00828237238699,8.59607507021557
213454,15.82654236688711,0.6064899435264389,0.3355426,0.047140177,0.14802173,0.01728645,0.19589761,0.015719164,0.37160948,0.015416194,0.93374383,0.09888595,1.074073,0.15810703,0.15776664,0.044000637,2.4478717694440564e-17,40.09521257898266,12.943825002232018
213489,14.878068602903683,0.603115228943227,0.33695978,0.04176091,0.163203,0.019916091,0.18304078,0.015070314,0.23788899,0.016128318,0.14411126,0.0974407,0.114717156,0.15429108,0.18369599,0.043481868,2.268197222589153e-17,33.41476911290435,11.127358452672793
213532,15.224412185997656,0.6093219957099489,0.5406337,0.045932874,0.09824014,0.026907606,0.086191714,0.015152448,0.06392053,0.0154131735,0.06819383,0.08058157,3.6307804e-07,0.17433114,0.07126536,0.044729874,5.774944978166192e-17,199.11350967227753,81.59118129334264
213550,15.72377578641566,0.6083727577889702,0.46348953,0.048210748,0.23722444,0.025775382,0.22800232,0.016327191,0.20825575,0.016526245,0.1964379,0.08101535,3.6307804e-07,0.21168947,0.22477989,0.04526194,2.9536335140814915e-17,29.859662805363666,9.236628574597965
213742,15.197275486085688,0.6026117948347325,1.4669883,0.04607022,0.22154853,0.03377223,0.17090894,0.015944257,0.09446421,0.015634766,3.6307804e-07,0.10206296,0.45376685,0.15638228,0.0059919395,0.045977436,1.6257800283914522e-16,294.33728509169606,73.83469007612791
213902,14.596767584886411,0.5990438570688692,0.97513205,0.044932183,0.44795114,0.021872478,0.48510575,0.01591535,0.5819735,0.016784683,1.127891,0.08876742,1.4621655,0.15418814,0.42995095,0.04643497,6.881747439518747e-17,37.09012535046935,5.716203426558129
214414,14.915713357655632,0.5984118060214244,0.2832241,0.04206993,0.14002757,0.016029537,0.19310687,0.015186782,0.40244782,0.016455546,0.28489608,0.08828212,0.24544758,0.15329958,0.16881216,0.043912522,1.8692679021239012e-17,32.05800937757395,11.633199959126014
214551,15.850079821450734,0.5955241147795375,0.5109257,0.047787264,0.26235607,0.021434808,0.29110578,0.016097967,0.3691729,0.015875723,0.20402068,0.102214724,0.36556152,0.15737829,0.28076,0.04469172,3.244793926234208e-17,29.65827437986893,7.8706373999896435
214665,15.356844931430158,0.5940114612176106,0.42591223,0.049718563,0.033696476,0.025251366,0.04418016,0.016759355,0.0681323,0.01726005,0.16981724,0.098015025,3.6307804e-07,0.16168746,0.037095945,0.04891071,5.119930766894451e-17,-46902.173962115936,5834772.228436859
214852,15.832289130604856,0.5943811892935811,0.42712653,0.047296666,0.07587581,0.025964592,0.070226535,0.01574447,0.058848236,0.015451324,0.22582506,0.103971064,3.6307804e-07,0.1592373,0.10650278,0.044600263,4.585178820282237e-17,208.31407182837938,107.92321328096509
215277,15.633927649113494,0.590865261459432,0.5185092,0.04839435,0.16906334,0.015475088,0.2563273,0.016205974,0.66335964,0.016349798,1.1989784,0.12633534,2.9394102,0.1578103,0.14405043,0.046051726,4.561618424888386e-17,69.32266899659292,13.87474225813917
215380,15.133205786370832,0.5919075112784735,0.50959426,0.046644885,0.14995328,0.026079059,0.14050607,0.015982613,0.12109648,0.016371727,0.2367602,0.0984977,3.6307804e-07,0.17020953,0.121806696,0.047544293,4.694704125877799e-17,82.92323993641098,23.467516230151613
215408,15.56864934303372,0.5880001414818123,0.36628282,0.046930283,0.12742984,0.029066093,0.10627696,0.015280613,0.0701991,0.015464434,0.06346209,0.09050576,0.558088,0.1602912,0.18493842,0.044804417,3.11795410713264e-17,61.8472990109265,24.51176209006148
215639,15.60349994193847,0.5873734636690541,0.4252735,0.04858512,0.21573675,0.018858904,0.2704758,0.016165124,0.45341465,0.016658511,0.5361111,0.090760276,0.90963936,0.15869445,0.16694649,0.047177777,2.7352640534680587e-17,30.414600049082637,8.98023609188869
215751,15.828145537898417,0.5867577104658063,1.4647409,0.048869904,0.55238277,0.023162574,0.55468345,0.015492958,0.5599756,0.0154462,0.52237827,0.09247474,0.58791,0.15559974,0.58556217,0.04363479,1.190979814699969e-16,53.56387883981373,5.970878657538054
215863,14.549632587060696,0.5820237149968223,0.3887194,0.04474748,0.18901062,0.025853809,0.17361836,0.015306985,0.14299244,0.016797591,0.023771042,0.089400075,0.23909763,0.15202488,0.12705442,0.04542123,2.606971078323782e-17,33.15359402666231,11.35407350136726
215935,15.854839109973852,0.5830064013929385,0.6697565,0.04682238,0.2113426,0.020239217,0.24074687,0.015646797,0.32420185,0.015536729,0.26296687,0.09549131,0.03358562,0.15725318,0.23091957,0.044421,5.984072303689454e-17,73.41067518341312,13.27113814016994
216057,15.313620547292,0.5826997216050945,0.9775197,0.04919305,0.3696697,0.026817417,0.3475356,0.016492277,0.30181384,0.017001966,0.18148252,0.09731734,0.37671483,0.15849864,0.205345,0.04761698,7.934790698531687e-17,53.29605968864021,8.309478500512112
216791,14.920979176241008,0.5762568082619209,0.53608257,0.041998204,0.25642294,0.015432617,0.35564783,0.014714211,0.75092167,0.015731191,0.97861564,0.08275295,1.1598983,0.1548331,0.30911726,0.044288334,3.650638530688186e-17,34.25784614609326,7.094052619368918
216981,15.494378014681626,0.5838586784121437,0.59910697,0.047519527,0.1098283,0.022596527,0.11284276,0.0155230835,0.12004379,0.015553191,0.233703,0.092516325,3.6307804e-07,0.15754098,0.11345538,0.045093734,6.386976786552529e-17,195.67984881486737,61.59628577877696
217008,15.282721388889856,0.5739756389391046,0.5513952,0.046633437,0.21064724,0.02844498,0.18685402,0.016182331,0.14209478,0.016968615,0.3123395,0.08688291,3.6307804e-07,0.1616402,0.08287603,0.04968715,4.448077228842061e-17,52.32999727279525,13.576536368553462
217695,15.723228217636446,0.5733960266563053,0.42910108,0.046694,0.1736538,0.02116779,0.18975687,0.015585658,0.23237549,0.016057357,0.18031868,0.08918915,0.18324438,0.18164143,0.10027953,0.045926157,3.3345738279332395e-17,47.1129518427826,12.950619235487306
217706,15.85872888115862,0.5697690519577738,0.3621228,0.043585658,0.17710122,0.016741432,0.22356603,0.014474096,0.38070163,0.014352231,0.18146503,0.08224941,3.6307804e-07,0.15675665,0.18767959,0.04012703,2.4152463798825965e-17,32.76968421968744,9.84189188499267
